,SalePrice,MSZoning,LotArea,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFullBath,BsmtHalfBath,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
463,188700,RL,11988,AllPub,Crawfor,1Fam,2Story,6,1934,1995,CompShg,Stucco,TA,CBlock,TA,LwQ,326,0,0,GasA,Fa,Y,FuseA,849,811,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal
466,167000,RL,10628,AllPub,NAmes,1Fam,1Story,7,1970,1970,Tar&Grv,Plywood,TA,CBlock,TA,GLQ,778,1,0,GasA,TA,Y,SBrkr,1277,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,0,0,0,0,176,0,0,4,2007,WD,Normal
467,146500,RL,9480,AllPub,NAmes,1Fam,2Story,5,1942,1995,CompShg,MetalSd,TA,CBlock,TA,LwQ,386,0,0,GasA,Ex,Y,SBrkr,888,756,0,Gd,Typ,2,Attchd,Unf,1,TA,Y,168,0,0,0,0,0,0,6,2007,WD,Normal
468,250000,RL,11428,AllPub,NridgHt,1Fam,1Story,8,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1634,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,0,44,0,0,0,0,0,5,2007,WD,Normal
469,187000,RL,9291,AllPub,SawyerW,1Fam,2Story,6,1993,1993,CompShg,HdBoard,Gd,PConc,Gd,GLQ,426,0,0,GasA,Ex,Y,SBrkr,832,878,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,144,70,0,0,0,0,0,6,2008,WD,Normal
471,190000,RL,11952,AllPub,NWAmes,1Fam,2Story,7,1977,1977,WdShake,WdShing,TA,CBlock,Gd,Unf,0,0,0,GasA,TA,Y,SBrkr,1161,808,0,TA,Typ,1,Attchd,RFn,2,TA,Y,0,0,0,0,276,0,0,11,2007,WD,Normal
472,148000,RM,3675,AllPub,Edwards,TwnhsE,SLvl,6,2005,2005,CompShg,VinylSd,TA,PConc,Gd,GLQ,459,1,0,GasA,Ex,Y,SBrkr,1072,0,0,TA,Typ,0,Basment,RFn,2,TA,Y,0,28,0,0,0,0,0,6,2008,WD,Normal
473,440000,RL,14977,AllPub,NridgHt,1Fam,1Story,8,2006,2007,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1350,1,0,GasA,Ex,Y,SBrkr,1976,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,250,63,0,0,0,0,0,7,2007,New,Partial
474,251000,RL,5330,AllPub,StoneBr,TwnhsE,1Story,8,2000,2000,CompShg,CemntBd,Gd,PConc,Gd,GLQ,1196,1,0,GasA,Ex,Y,SBrkr,1652,0,0,Ex,Typ,0,Attchd,RFn,2,TA,Y,96,48,0,0,0,0,0,8,2007,WD,Normal
475,132500,RL,8480,AllPub,Sawyer,1Fam,1Story,5,1963,1963,CompShg,HdBoard,TA,CBlock,TA,GLQ,630,1,0,GasA,TA,Y,SBrkr,970,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,24,0,0,192,0,0,7,2007,WD,Normal
476,208900,RL,13125,AllPub,CollgCr,1Fam,1Story,6,1997,1998,CompShg,VinylSd,TA,PConc,Gd,GLQ,994,1,0,GasA,Ex,Y,SBrkr,1493,0,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,140,39,0,0,0,0,0,4,2008,WD,Normal
477,380000,RL,13693,AllPub,NridgHt,1Fam,2Story,9,2006,2006,CompShg,VinylSd,Ex,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,2069,574,0,Ex,Typ,1,BuiltIn,Fin,3,TA,Y,414,84,0,0,0,0,0,3,2007,WD,Normal
478,297000,RL,10637,AllPub,CollgCr,1Fam,1Story,8,2007,2008,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1288,1,0,GasA,Ex,Y,SBrkr,1718,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,208,44,0,0,0,0,0,9,2009,WD,Normal
479,89471,RM,5925,AllPub,OldTown,1Fam,1Story,4,1937,2000,CompShg,Stucco,TA,BrkTil,Fa,Rec,168,0,0,GasA,TA,Y,SBrkr,1131,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,72,0,0,0,0,0,3,2007,WD,Alloca
480,326000,RL,16033,AllPub,NridgHt,1Fam,1Story,9,2004,2005,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1261,1,0,GasA,Ex,Y,SBrkr,1850,0,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,519,112,0,0,0,0,0,3,2006,WD,Normal
481,374000,RL,11846,AllPub,NridgHt,1Fam,1Story,9,2003,2004,CompShg,VinylSd,Gd,PConc,Ex,GLQ,1567,1,0,GasA,Ex,Y,SBrkr,1792,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,206,49,0,0,0,0,0,8,2006,WD,Normal
482,155000,RM,2500,AllPub,OldTown,1Fam,2Story,7,1915,2005,CompShg,Stucco,Gd,PConc,TA,ALQ,299,1,0,GasA,Ex,Y,SBrkr,916,910,0,Ex,Min2,1,Attchd,Unf,1,Fa,Y,0,0,0,0,0,0,0,6,2009,WD,Normal
483,164000,RM,4500,AllPub,Mitchel,Twnhs,1Story,6,1998,1998,CompShg,VinylSd,TA,PConc,Ex,GLQ,897,1,0,GasA,Ex,Y,SBrkr,1216,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,0,125,0,0,0,0,0,5,2006,WD,Normal
485,147000,RL,9600,AllPub,NAmes,1Fam,1Story,5,1950,2007,CompShg,MetalSd,Gd,CBlock,TA,ALQ,607,0,0,GasA,Gd,Y,SBrkr,1113,0,0,Gd,Typ,1,Attchd,Unf,1,TA,Y,0,80,120,0,0,0,0,7,2009,WD,Normal
486,156000,RL,10289,AllPub,NAmes,1Fam,1Story,5,1965,1965,CompShg,MetalSd,TA,CBlock,TA,ALQ,836,1,0,GasA,TA,Y,SBrkr,1073,0,0,TA,Typ,0,Attchd,RFn,2,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal
487,175000,RL,12243,AllPub,NWAmes,1Fam,1Story,5,1971,1971,CompShg,Plywood,TA,CBlock,Gd,ALQ,998,0,0,GasA,Gd,Y,SBrkr,1484,0,0,TA,Typ,1,Attchd,Unf,2,TA,Y,224,0,0,0,180,0,0,2,2007,WD,Normal
488,160000,RL,10800,AllPub,OldTown,2fmCon,1.5Fin,5,1900,1970,CompShg,Wd Sdng,TA,CBlock,TA,BLQ,664,0,0,GasA,TA,N,FuseA,1766,648,0,TA,Mod,1,Attchd,Unf,2,TA,N,142,0,0,0,0,0,0,5,2006,ConLD,Normal
489,86000,RM,1526,AllPub,MeadowV,Twnhs,SFoyer,4,1970,2002,CompShg,CemntBd,TA,CBlock,Gd,GLQ,515,1,0,GasA,TA,Y,SBrkr,630,0,0,Gd,Typ,0,Attchd,Unf,1,TA,Y,0,0,0,0,0,0,0,5,2009,WD,Normal
491,133000,RL,9490,AllPub,NAmes,1Fam,1.5Fin,6,1941,1950,CompShg,Wd Sdng,TA,CBlock,TA,BLQ,403,1,0,GasA,TA,Y,FuseA,958,620,0,Fa,Typ,2,Attchd,Unf,1,TA,Y,0,0,32,0,0,0,0,8,2006,WD,Normal
492,172785,RL,15578,AllPub,Gilbert,1Fam,2Story,6,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Gd,Y,SBrkr,728,728,0,TA,Typ,0,Attchd,RFn,2,TA,Y,0,0,0,0,0,0,0,5,2006,New,Partial
493,155000,RL,7931,AllPub,NAmes,1Fam,1Story,5,1960,1960,CompShg,BrkFace,TA,CBlock,TA,BLQ,374,0,0,GasA,TA,Y,FuseA,1269,0,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,0,0,0,0,0,0,6,2008,WD,Normal
494,91300,RM,5784,AllPub,OldTown,1Fam,1Story,5,1938,1996,CompShg,MetalSd,TA,BrkTil,Fa,Unf,0,0,0,GasA,Gd,Y,FuseA,886,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,144,20,80,0,0,0,0,12,2009,WD,Normal
497,184000,RL,9120,AllPub,BrkSide,1Fam,1.5Fin,7,1925,1950,CompShg,Wd Sdng,TA,PConc,TA,Rec,329,1,0,GasA,Ex,Y,SBrkr,1133,687,0,TA,Typ,0,Detchd,Unf,1,TA,N,0,100,0,0,0,0,0,6,2008,WD,Normal
498,130000,RL,7800,AllPub,Sawyer,1Fam,1Story,5,1967,2004,CompShg,HdBoard,TA,PConc,TA,ALQ,450,0,0,GasA,Ex,Y,SBrkr,899,0,0,Gd,Typ,0,Attchd,Fin,1,TA,Y,64,0,0,0,0,0,0,6,2009,WD,Normal
499,120000,RL,7535,AllPub,NAmes,1Fam,1Story,5,1958,1985,CompShg,MetalSd,TA,CBlock,TA,BLQ,111,0,1,GasA,Fa,Y,SBrkr,912,0,0,TA,Typ,0,Attchd,Fin,1,TA,Y,12,285,0,0,0,0,480,6,2007,WD,Normal
500,113000,RM,1890,AllPub,BrDale,Twnhs,2Story,6,1973,1973,CompShg,HdBoard,TA,CBlock,TA,BLQ,356,0,0,GasA,TA,Y,SBrkr,672,546,0,TA,Typ,0,Detchd,Unf,1,TA,Y,144,28,0,0,0,0,0,5,2007,WD,Normal
501,226700,FV,9803,AllPub,Somerst,1Fam,2Story,7,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,GLQ,400,0,0,GasA,Gd,Y,SBrkr,866,902,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,108,0,0,0,0,0,2,2008,WD,Normal
502,140000,RL,9170,AllPub,Edwards,1Fam,1Story,5,1965,1965,CompShg,MetalSd,TA,CBlock,TA,ALQ,698,1,0,GasA,Ex,Y,SBrkr,1214,0,0,TA,Typ,0,Detchd,Unf,2,Fa,Y,0,0,184,0,0,0,400,4,2007,WD,Normal
503,289000,RL,15602,AllPub,Crawfor,1Fam,1Story,7,1959,1997,CompShg,BrkFace,TA,CBlock,TA,ALQ,1247,1,0,GasA,TA,Y,SBrkr,1801,0,0,TA,Typ,2,Attchd,Fin,2,TA,Y,0,54,0,0,161,0,0,3,2010,WD,Normal
504,147000,RL,2308,AllPub,NPkVill,TwnhsE,2Story,6,1974,1974,CompShg,Plywood,TA,CBlock,TA,ALQ,257,0,1,GasA,TA,Y,SBrkr,855,467,0,TA,Typ,1,Attchd,Unf,2,TA,Y,260,0,0,0,0,0,0,6,2009,WD,Normal
505,124500,RM,7596,AllPub,OldTown,Duplex,2Story,5,1952,1952,CompShg,Wd Sdng,TA,CBlock,TA,Unf,0,0,0,GasA,Gd,Y,SBrkr,960,1000,0,TA,Typ,0,Detchd,Unf,2,TA,N,0,0,0,0,0,0,0,7,2009,COD,Normal
506,215000,RL,9554,AllPub,SawyerW,1Fam,2Story,8,1993,1994,CompShg,VinylSd,Gd,PConc,Gd,GLQ,380,0,0,GasA,Ex,Y,SBrkr,1065,846,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,182,81,0,0,0,0,0,9,2006,WD,Normal
507,208300,FV,7862,AllPub,Somerst,1Fam,1Story,6,2009,2009,CompShg,VinylSd,Gd,PConc,Gd,GLQ,27,0,0,GasA,Ex,Y,SBrkr,1218,0,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,0,102,0,0,0,0,0,9,2009,New,Partial
508,161000,RM,9600,AllPub,OldTown,1Fam,2Story,7,1928,2005,CompShg,MetalSd,TA,BrkTil,TA,Rec,141,0,0,GasA,Ex,Y,SBrkr,689,689,0,Gd,Typ,1,Detchd,Unf,2,TA,N,0,0,116,0,0,0,0,10,2008,WD,Normal
509,124500,RL,9600,AllPub,NAmes,1Fam,1Story,5,1959,1959,CompShg,MetalSd,TA,CBlock,TA,ALQ,991,1,0,GasA,Ex,Y,SBrkr,1041,0,0,TA,Typ,0,Attchd,RFn,1,TA,Y,224,88,0,0,0,0,0,7,2009,WD,Normal
510,164900,RL,14559,AllPub,NAmes,1Fam,1Story,5,1951,2000,CompShg,Wd Sdng,Gd,CBlock,TA,BLQ,650,1,0,GasA,Ex,Y,SBrkr,1363,0,0,TA,Min1,2,CarPort,Unf,1,TA,Y,324,42,0,0,168,0,2000,6,2009,WD,Normal
511,202665,RL,6792,AllPub,NridgHt,TwnhsE,1Story,7,2005,2006,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1368,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,132,35,0,0,0,0,0,3,2006,New,Partial
512,129900,RL,9100,AllPub,NAmes,1Fam,1Story,5,1958,1958,CompShg,VinylSd,TA,CBlock,TA,BLQ,521,1,0,GasA,TA,Y,SBrkr,864,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,7,2006,WD,Normal
513,134000,RL,9187,AllPub,Mitchel,1Fam,1Story,6,1983,1983,CompShg,VinylSd,TA,PConc,TA,ALQ,336,0,0,GasA,TA,Y,SBrkr,1080,0,0,TA,Typ,0,Attchd,Unf,2,TA,Y,120,0,158,0,0,0,0,6,2007,WD,Normal
514,96500,RL,10594,AllPub,Crawfor,1Fam,1.5Unf,5,1926,1950,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,0,0,Grav,Fa,N,SBrkr,789,0,0,TA,Typ,0,Detchd,Unf,1,Po,Y,0,0,112,0,0,0,0,6,2007,WD,Normal
515,402861,RL,12220,AllPub,NridgHt,1Fam,1Story,10,2009,2009,CompShg,CemntBd,Ex,CBlock,Ex,GLQ,1436,1,0,GasA,Ex,Y,SBrkr,2020,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,156,54,0,0,0,0,0,9,2009,New,Partial
517,265000,RL,10208,AllPub,NoRidge,1Fam,2Story,7,1996,1997,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1277,1067,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,220,0,0,0,0,0,0,7,2009,WD,Normal
519,234000,RL,10918,AllPub,Crawfor,1Fam,2Story,7,1926,2004,CompShg,MetalSd,Gd,BrkTil,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1276,804,0,Gd,Typ,2,Detchd,Unf,1,TA,Y,0,0,0,0,145,0,0,6,2009,WD,Normal
521,150000,RL,11988,AllPub,NAmes,1Fam,1Story,6,1957,1957,CompShg,VinylSd,TA,CBlock,TA,Rec,777,0,0,GasA,Ex,Y,FuseA,1244,0,0,TA,Typ,2,Attchd,Unf,1,TA,Y,0,40,0,0,0,0,0,5,2007,WD,Normal
522,159000,RM,5000,AllPub,BrkSide,1Fam,1.5Fin,6,1947,1950,CompShg,CemntBd,TA,CBlock,TA,ALQ,399,0,0,GasA,Ex,Y,SBrkr,1004,660,0,TA,Typ,2,Detchd,Unf,2,TA,Y,0,24,36,0,0,0,0,10,2006,WD,Normal
523,184750,RL,40094,AllPub,Edwards,1Fam,2Story,10,2007,2008,CompShg,CemntBd,Ex,PConc,Ex,GLQ,2260,1,0,GasA,Ex,Y,SBrkr,3138,1538,0,Ex,Typ,1,BuiltIn,Fin,3,TA,Y,208,406,0,0,0,0,0,10,2007,New,Partial
524,315750,RL,11787,AllPub,NoRidge,1Fam,2Story,7,1996,1997,CompShg,VinylSd,Gd,PConc,Gd,GLQ,719,1,0,GasA,Ex,Y,SBrkr,1383,1015,0,Gd,Typ,1,Attchd,Fin,3,TA,Y,239,60,0,0,0,0,0,8,2007,WD,Normal
525,176000,FV,7500,AllPub,Somerst,1Fam,1Story,7,2005,2005,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1266,0,0,Gd,Typ,1,Attchd,Unf,2,TA,Y,38,144,0,0,0,0,0,4,2006,WD,Normal
526,132000,RL,13300,AllPub,NAmes,1Fam,1Story,5,1956,2000,CompShg,Wd Sdng,TA,CBlock,Gd,Rec,377,0,0,GasA,TA,Y,SBrkr,928,0,0,TA,Typ,0,Attchd,Unf,1,TA,Y,261,0,156,0,0,0,0,6,2007,WD,Normal
527,446261,RL,14948,AllPub,NridgHt,1Fam,2Story,9,2008,2008,CompShg,VinylSd,Ex,PConc,Ex,GLQ,1330,1,0,GasA,Ex,Y,SBrkr,1476,1237,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,126,66,0,0,0,0,0,11,2008,New,Partial
530,175000,RL,10200,AllPub,Timber,1Fam,SLvl,6,1988,1989,CompShg,HdBoard,Gd,CBlock,Gd,GLQ,783,1,0,GasA,Ex,Y,SBrkr,1509,0,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,224,0,0,0,0,0,0,8,2008,WD,Abnorml
531,128000,RM,6155,AllPub,BrkSide,1Fam,2Story,6,1920,1999,CompShg,Wd Sdng,TA,BrkTil,Fa,Unf,0,0,0,GasA,Ex,Y,SBrkr,751,611,0,TA,Typ,0,Detchd,Fin,2,TA,Y,0,0,84,0,0,0,0,6,2008,WD,Normal
534,178000,RL,9056,AllPub,Gilbert,1Fam,2Story,8,2004,2004,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,707,707,0,Gd,Typ,1,Attchd,Fin,2,TA,Y,100,35,0,0,0,0,0,10,2006,WD,Normal
536,188000,RL,8924,AllPub,CollgCr,1Fam,2Story,7,1998,1999,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,880,844,0,Gd,Typ,0,Attchd,Fin,2,TA,Y,120,155,0,0,0,0,0,7,2008,WD,Normal
540,315000,RL,14601,AllPub,Timber,1Fam,1Story,9,2006,2006,CompShg,VinylSd,Ex,PConc,Ex,GLQ,1260,1,0,GasA,Ex,Y,SBrkr,1838,0,0,Ex,Typ,1,Attchd,Fin,3,TA,Y,270,68,0,0,0,0,0,3,2009,WD,Normal
542,213250,RL,10140,AllPub,NWAmes,1Fam,1Story,7,1998,1999,CompShg,VinylSd,Gd,PConc,Ex,LwQ,144,1,0,GasA,Ex,Y,SBrkr,1680,0,0,Gd,Maj1,1,Attchd,Fin,2,TA,Y,78,73,0,0,0,0,0,6,2009,WD,Normal
543,133000,RH,4058,AllPub,NAmes,TwnhsE,SFoyer,7,1998,1998,CompShg,MetalSd,TA,PConc,Gd,GLQ,584,1,0,GasA,Ex,Y,SBrkr,767,0,0,TA,Typ,0,Attchd,Fin,1,TA,Y,120,40,0,0,0,0,0,6,2007,WD,Normal
544,179665,RL,17104,AllPub,Gilbert,1Fam,2Story,7,2006,2006,CompShg,VinylSd,Gd,PConc,Gd,GLQ,554,1,0,GasA,Ex,Y,SBrkr,664,832,0,Gd,Typ,1,Attchd,RFn,2,TA,Y,100,24,0,0,0,0,0,9,2006,New,Partial
546,210000,RL,8737,AllPub,BrkSide,1Fam,1.5Fin,6,1923,1950,CompShg,BrkFace,TA,BrkTil,Gd,Rec,300,0,0,GasA,Ex,Y,FuseA,915,720,0,TA,Typ,1,Detchd,Unf,2,TA,Y,0,38,0,144,0,0,0,5,2007,WD,Normal
547,129500,RL,7244,AllPub,Mitchel,1Fam,SFoyer,5,1970,1970,CompShg,VinylSd,TA,CBlock,Gd,ALQ,619,1,0,GasA,Ex,Y,SBrkr,768,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,104,0,0,0,0,0,0,4,2007,WD,Normal
548,125000,RM,8235,AllPub,OldTown,1Fam,1Story,5,1955,1995,CompShg,MetalSd,TA,CBlock,TA,LwQ,180,1,0,GasA,TA,Y,SBrkr,825,0,0,TA,Typ,0,Detchd,RFn,2,TA,Y,140,50,0,0,0,0,0,6,2008,WD,Normal
549,263000,FV,9375,AllPub,Somerst,1Fam,2Story,7,2003,2004,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,912,1182,0,Gd,Typ,1,BuiltIn,Fin,2,TA,Y,182,182,0,0,0,0,0,11,2009,WD,Normal
550,140000,RL,4043,AllPub,NPkVill,TwnhsE,1Story,6,1977,1977,CompShg,Plywood,TA,CBlock,Gd,ALQ,559,0,0,GasA,TA,Y,SBrkr,1069,0,0,TA,Typ,0,Attchd,RFn,2,TA,Y,0,55,0,0,200,0,0,10,2008,COD,Abnorml
551,112500,RM,6000,AllPub,OldTown,1Fam,1Story,5,1957,1957,CompShg,BrkFace,TA,CBlock,TA,Rec,308,0,0,GasA,Gd,Y,FuseA,928,0,0,TA,Typ,0,Attchd,Fin,1,TA,Y,0,0,0,0,0,0,0,6,2008,WD,Normal
552,255500,RL,11146,AllPub,NridgHt,1Fam,1Story,8,2006,2006,CompShg,VinylSd,Gd,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,1717,0,0,Gd,Typ,1,Attchd,RFn,3,TA,Y,169,39,0,0,0,0,0,7,2009,WD,Normal
554,284000,RL,10625,AllPub,NridgHt,1Fam,2Story,7,2003,2004,CompShg,VinylSd,Gd,PConc,Gd,GLQ,866,1,0,GasA,Ex,Y,SBrkr,1006,1040,0,Gd,Typ,1,BuiltIn,RFn,3,TA,Y,320,62,0,0,0,0,0,8,2008,WD,Normal
555,113000,RM,6380,AllPub,BrkSide,1Fam,1.5Unf,5,1922,1950,CompShg,MetalSd,TA,BrkTil,TA,Unf,0,0,0,GasA,TA,Y,FuseA,1048,0,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,0,116,0,0,0,0,8,2006,WD,Normal
556,141000,RL,14850,AllPub,NAmes,1Fam,1Story,5,1957,1957,CompShg,Wd Sdng,TA,CBlock,TA,Rec,895,1,0,GasA,TA,Y,FuseA,1092,0,0,TA,Typ,1,Attchd,Fin,1,TA,Y,268,0,0,0,122,0,0,5,2006,WD,Normal
557,108000,C (all),11040,AllPub,IDOTRR,1Fam,1.5Fin,4,1920,1950,CompShg,MetalSd,TA,CBlock,TA,Rec,637,0,0,GasA,Gd,Y,SBrkr,897,439,0,TA,Typ,0,CarPort,Unf,1,TA,Y,0,47,120,0,0,0,0,9,2006,COD,Normal
558,175000,RL,21872,AllPub,Gilbert,1Fam,2Story,7,1996,1997,CompShg,HdBoard,TA,PConc,Gd,GLQ,604,0,1,GasA,Ex,Y,SBrkr,729,717,0,TA,Typ,1,Attchd,Unf,2,TA,Y,264,22,0,0,0,0,0,8,2008,WD,Normal
561,170000,RL,10010,AllPub,Mitchel,1Fam,1Story,5,1974,1975,CompShg,HdBoard,TA,CBlock,Gd,ALQ,1071,1,0,GasA,Gd,Y,SBrkr,1389,0,0,TA,Typ,1,Attchd,RFn,2,TA,Y,240,38,0,0,0,0,0,4,2006,WD,Normal
563,185000,RL,21780,AllPub,Edwards,1Fam,1.5Fin,6,1918,1950,CompShg,Wd Sdng,TA,BrkTil,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1163,511,0,TA,Typ,1,Detchd,Fin,2,TA,N,72,36,0,0,144,0,0,7,2008,WD,Normal
565,128000,RL,6858,AllPub,SWISU,1Fam,2Story,6,1915,1950,CompShg,Wd Sdng,TA,PConc,Gd,Unf,0,1,0,GasA,TA,N,FuseF,841,806,0,Fa,Typ,0,Detchd,Unf,1,TA,Y,0,66,136,0,0,0,0,5,2010,WD,Normal
566,325000,RL,11198,AllPub,StoneBr,1Fam,2Story,9,2005,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,1134,1370,0,Ex,Typ,1,BuiltIn,Fin,3,TA,Y,144,39,0,0,0,0,0,6,2008,WD,Normal
567,214000,RL,10171,AllPub,NridgHt,1Fam,1Story,7,2004,2004,CompShg,VinylSd,Gd,PConc,Gd,GLQ,2,0,0,GasA,Ex,Y,SBrkr,1535,0,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,0,0,0,0,0,0,0,3,2010,WD,Normal
568,316600,RL,12327,AllPub,SawyerW,1Fam,1.5Fin,8,1983,2009,CompShg,Wd Sdng,Gd,CBlock,Gd,GLQ,1441,1,0,GasA,Ex,Y,SBrkr,1496,636,0,Gd,Min2,1,BuiltIn,Fin,2,Gd,Y,349,40,0,0,0,0,0,9,2009,WD,Normal
570,142600,RL,13101,AllPub,NAmes,Duplex,1Story,5,1965,1965,CompShg,HdBoard,TA,CBlock,TA,LwQ,231,0,0,GasA,TA,Y,SBrkr,1728,0,0,TA,Typ,0,Detchd,Unf,2,TA,Y,0,0,0,0,0,0,0,11,2008,WD,Normal
571,120000,RL,7332,AllPub,NAmes,1Fam,1Story,6,1959,1959,CompShg,WdShing,TA,CBlock,TA,BLQ,414,1,0,GasA,Ex,Y,SBrkr,864,0,0,Gd,Typ,0,Attchd,Unf,1,TA,Y,168,0,0,0,0,0,0,10,2006,WD,Abnorml
572,224500,RL,13159,AllPub,Timber,1Fam,2Story,7,2009,2009,CompShg,VinylSd,TA,PConc,Ex,Unf,0,0,0,GasA,Gd,Y,SBrkr,846,846,0,Gd,Typ,0,Attchd,RFn,2,TA,Y,208,114,0,0,0,0,0,7,2009,New,Partial
573,170000,RL,9967,AllPub,Gilbert,1Fam,SLvl,7,2000,2000,CompShg,VinylSd,TA,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,774,656,0,TA,Typ,1,BuiltIn,RFn,2,TA,Y,100,0,0,0,0,0,0,12,2007,WD,Normal
574,139000,RL,10500,AllPub,NAmes,1Fam,SLvl,5,1971,2005,CompShg,MetalSd,TA,CBlock,TA,ALQ,349,0,1,GasA,TA,Y,SBrkr,576,533,0,TA,Typ,0,BuiltIn,Unf,1,TA,Y,35,0,0,0,0,0,0,12,2007,WD,Normal
575,118500,RL,8480,AllPub,NAmes,1Fam,1.5Fin,5,1947,1950,CompShg,MetalSd,TA,CBlock,TA,Rec,442,0,0,GasA,TA,Y,SBrkr,832,384,0,TA,Typ,0,Detchd,Unf,1,TA,Y,158,0,102,0,0,0,0,10,2008,COD,Abnorml
576,145000,RL,6292,AllPub,SWISU,1Fam,1.5Fin,7,1928,1950,CompShg,Wd Sdng,TA,BrkTil,TA,Unf,0,0,1,GasA,Gd,Y,SBrkr,877,600,0,TA,Typ,1,Detchd,Unf,1,TA,Y,0,50,0,0,0,0,0,8,2009,WD,Normal
577,164500,RL,11777,AllPub,Sawyer,1Fam,SLvl,5,1966,1966,CompShg,VinylSd,TA,CBlock,TA,LwQ,328,1,0,GasA,Ex,Y,SBrkr,1320,0,0,TA,Typ,2,Attchd,RFn,2,TA,Y,160,68,240,0,0,0,0,5,2006,WD,Abnorml
578,146000,FV,3604,AllPub,Somerst,TwnhsE,2Story,7,2007,2007,CompShg,VinylSd,Gd,PConc,Gd,Unf,0,0,0,GasA,Ex,Y,SBrkr,703,689,0,Gd,Typ,0,Detchd,Unf,2,TA,Y,0,102,0,0,0,0,0,2,2008,WD,Abnorml
579,131500,RM,12150,AllPub,OldTown,1Fam,1.5Fin,5,1954,1954,CompShg,MetalSd,TA,BrkTil,TA,Unf,0,0,0,GasA,Ex,N,FuseF,1050,745,0,TA,Typ,0,Attchd,Unf,1,Fa,Y,0,0,0,0,0,0,0,11,2008,WD,Normal
581,253293,RL,12704,AllPub,NridgHt,1Fam,1Story,8,2008,2009,CompShg,VinylSd,Ex,PConc,Ex,Unf,0,0,0,GasA,Ex,Y,SBrkr,2042,0,0,Ex,Typ,1,Attchd,RFn,3,TA,Y,0,90,0,0,0,0,0,8,2009,New,Partial
